title,attack_type,attack_type_code,description,year,month,day,Africa,Asia,Australia,Europe,North America,South America,reference_title,reference_url
Ransomware at a financial services company in California,Ransomware,6,"Wilshire Advisors, LLC - Santa Monica, California, USA (Los Angeles County)",2022,3,4,0,0,0,0,1,0,Wilshire Advisors discloses it was target of cyberattack,pionline.com
Cyber attack on an egg producer in Switzerland,Hacking,3,"Lüchinger + Schmid AG - Kloten, Canton of Zürich, Switzerland",2022,3,1,0,0,0,1,0,0,"Die Migros wurde Opfer eines Cyberangriffs? Nein, nicht direkt. Die Erpresser bluffen, um den Druck zu erhöhen",nzz.ch
"Cyber attack on a Danish surveying company, resulting in outages on a citizen portal",Hacking,3,"LIFA A/S, Borger.dk - Odense, Denmark",2022,3,6,0,0,0,1,0,0,Russisk hackerangreb på Borger.dk,nyheder24.dk
DDoS attack on a bank in Northern Europe,Ddos,2,"Nordea Bank Abp - Helsinki, Finland",2022,3,6,0,0,0,1,0,0,Fynsk virksomhed angrebet af russiske hackere – eksperter varsler flere cyberangreb,tv2fyn.dk
Cyber attack on the city of Sens in France,Hacking,3,"Sens, Département Yonne, France",2022,3,6,0,0,0,1,0,0,La Ville de Sens victime de deux cyberattaques ces derniers jours,lyonne.fr
Cyberattack on an anime film studio in Japan,Cyber incident,0,"東映アニメーション株式会社 (Toei Animation Co., Ltd) - Tokyo, Japan",2022,3,6,0,1,0,0,0,0,当社ネットワークへの不正アクセスによるシステム障害発生に伴う、テレビアニメ作品への影響についてのお知らせ,corp.toei-anim.co.jp
Data breach at a South Korean electronics company,Data breach,1,"Samsung Electronics Co., Ltd. - Suwon (수원시, 水原市), South Korea",2022,3,1,0,1,0,0,0,0,"Hackers leak 190GB of alleged Samsung data, source code",bleepingcomputer.com
Cyber attack on a vocational school in Germany,Hacking,3,"BBS Goslar-Baßgeige - Goslar, Lower Saxony, Germany",2022,3,1,0,0,0,1,0,0,Cyberangriff auf BBS Baßgeige: 180.000 Dollar gefordert,goslarsche.de
Spear phishing attacks on customers of a logistics company from Germany,Phishing,5,"Hapag-Lloyd - Hamburg, Germany",2022,3,7,0,0,0,1,0,0,Hapag-Lloyd hit with 'spear phishing' attack as fake website gathers data,theloadstar.com
Second cyber attack in a row on the city of Sens in France,Hacking,3,"Sens, Département Yonne, France",2022,3,7,0,0,0,1,0,0,La Ville de Sens victime de deux cyberattaques ces derniers jours,lyonne.fr
Cyber attack on a Romanian oil company,Hacking,3,"Rompetrol - Bucharest, Romania",2022,3,7,0,0,0,1,0,0,Rompetrol gas station network hit by Hive ransomware,bleepingcomputer.com
Anonymous claims hacks of 2500 Russian and Belarusian targets,Unknown,7,Russia,2022,3,1,0,0,0,1,0,0,"Anonymous Claims More Than 2,500 Targets Hacked in First Week of #OpRussia Offensive",hstoday.us
Another malware on computers of the Ukrainian government,Malware,4,Ukraine,2022,3,7,0,0,0,1,0,0,Government agencies in Ukraine targeted in cyber-attacks deploying MicroBackdoor malware,portswigger.net
Cyberattack on a township in New Jersey,Cyber incident,0,"East Windsor, New Jersey, USA (Mercer County)",2022,3,7,0,0,0,0,1,0,Records request shows East Windsor cyber attack occurred earlier than originally stated,centraljersey.com
Ransomware at a university in North Carolina,Ransomware,6,"North Carolina A&T State University (N.C. A&T) - Greensboro, North Carolina, USA (Guilford County)",2022,3,1,0,0,0,0,1,0,Ransomware sent North Carolina A&T University scrambling to restore services,arstechnica.com
Unauthorized access at a healthcare startup in California,Hacking,3,"Salusive Health, Inc. / myNurse - Emeryville, California, USA",2022,3,7,0,0,0,0,1,0,Salusive provides notice following security incident,mynurse.ai
Cyber attack on a food supplier in Germany,Hacking,3,Germany,2022,3,1,0,0,0,1,0,0,Restaurant-Ketten in Heilbronn gehen Waren aus. Steckt ein Hacker-Angriff dahinter?,stimme.de
"Phishing attack on the city administration of Bochum, Germany",Phishing,5,"Bochum, North Rhine-Westphalia, Germany",2022,3,8,0,0,0,1,0,0,Phishing-Angriff auf Stadtverwaltung in Bochum – Bürgerdaten nicht betroffen,ruhr.today
Cyber attack on the municipality of Alcamo in Italy,Hacking,3,"Alcamo, Sicily / Trapani, Italy",2022,3,8,0,0,0,1,0,0,"Alcamo, attacco hacker al sistema informatico del comune: interrogazione di Orlando",teleoccidente.it
Cyberattack on an Internet provider in Ukraine,Cyber incident,0,"Тріолан (Triolan) - Kyiv, Ukraine",2022,3,9,0,0,0,1,0,0,Major Ukrainian Internet Provider Triolan Suffers Severe Cyber Attacks and Infrastructure Destruction During Russian Invasion,cpomagazine.com
Cyber attack on a law firm in the United Kingdom,Hacking,3,"Ward Hadaway - Newcastle upon Tyne, England, United Kingdom",2022,3,9,0,0,0,1,0,0,Ward Hadaway blackmailed after cyber attack,lawgazette.co.uk
"Cyber attack on the city administration of Suhl, Germany",Hacking,3,"Suhl, Thuringia, Germany",2022,3,10,0,0,0,1,0,0,Cyber attack on the Suhl city administration,suhltrifft.de
Unauthorized access at the German subsidiary of an automotive supplier,Hacking,3,"DENSO Automotive Deutschland GmbH - Eching, Bavaria, Germany",2022,3,10,0,0,0,1,0,0,Notice of Unauthorized Access to Group Company,denso.com
Ransomware at an accounting firm in the Netherlands,Ransomware,6,"Crowe Foederer - Eindhoven, Netherlands",2022,3,10,0,0,0,1,0,0,UPDATE Phishing-E-Mails und Cyberangriff Crowe Foederer,foederer.nl
Unauthorized access at a medical center in Texas,Hacking,3,"Val Verde Regional Medical Center (VVRMC) - Del Rio, Texas, USA (Val Verde County)",2022,3,10,0,0,0,0,1,0,Data Security Incident,vvrmc.org
Unconfirmed: Cyberattack on a chocolate factory in Germany,Cyber incident,0,"Stollwerck GmbH - Saalfeld, Thuringia, Germany",2022,3,11,0,0,0,1,0,0,Schokoladenwerk Saalfeld Opfer von Hackerangriff?,mdr.de
Cyberattack on the German subsidiary of a Russian oil company,Cyber incident,0,"Rosneft Deutschland GmbH - Berlin, Germany",2022,3,1,0,0,0,1,0,0,Hacker treffen deutsche Rosneft-Tochter,welt.de
"Ransomware attack on the administration of a town on the island of Gran Canaria, Spain",Ransomware,6,"Ayuntamiento de San Bartolomé de Tirajana - San Bartolomé de Tirajana, Gran Canaria, Spain",2022,3,11,0,0,0,1,0,0,EL AYUNTAMIENTO DE SAN BARTOLOMÉ DE TIRAJANA DENUNCIA UN ATAQUE INFORMÁTICO EN SU RED,maspalomas.com
Cyberattack on a health system in Michigan,Cyber incident,0,"McKenzie Health System - Sandusky, Michigan, USA",2022,3,11,0,0,0,0,1,0,Notice of Data Security Incident,mckenziehealth.org
Unauthorized access at a care provider in the USA,Hacking,3,"NuLife Med, LLC - Manchester, New Hampshire, USA",2022,3,11,0,0,0,0,1,0,Notice of a data privacy event,nulifemed.com
Cyber attack on medical practices in Switzerland,Hacking,3,"Neuchâtel, Canton de Neuchâtel, Switzerland",2022,3,1,0,0,0,1,0,0,Des milliers de données médicales neuchâteloises publiées sur le darkweb,rts.ch
Cyber attack on a hotel group in Germany,Hacking,3,"Welcome Hotels - Frankfurt/Main, Hesse, Germany",2022,3,12,0,0,0,1,0,0,"INFORMATIONEN ZUM AKTUELLEN
IT-SICHERHEITSVORFALL",welcome-hotels.com
Cyber attack on an association of municipalities in France,Hacking,3,"Communauté de Communes de Montesquieu - Martillac, Nouvelle-Aquitaine, France",2022,3,13,0,0,0,1,0,0,La Communauté de communes de Montesquieu victime d’une cyberattaque,sudouest.fr
Ransomware at the French Civil Aviation College,Ransomware,6,"École nationale de l'aviation civile (ENAC) - Toulouse, Occitanie, France",2022,3,1,0,0,0,1,0,0,L’École Nationale de l’Aviation Civile paralysée par une cyberattaque,lemagit.fr
"Ransomware at the Municipality of Villafranca, Italy",Ransomware,6,"Villafranca di Verona, Italy",2022,3,13,0,0,0,1,0,0,Attacco informatico a scopo di ricatto alla rete del Comune di Villafranca,veronasera.it
Cyber attack on a law firm in the United Kingdom,Hacking,3,"The Ince Group plc - London, United Kingdom",2022,3,13,0,0,0,1,0,0,Ince Group granted injunction after ransomware attack,legalfutures.co.uk
Cyberattack on a children's hospital in Tennessee,Cyber incident,0,"East Tennessee Children's Hospital - Knoxville, Tennessee, USA",2022,3,13,0,0,0,0,1,0,East Tennessee Children's Hospital Statement on Security Issue,etch.com
DDoS attacks against Israeli government websites,Ddos,2,Israel,2022,3,14,0,1,0,0,0,0,Israeli Government Sites Crash in Cyberattack,haaretz.com
Unconfirmed: Cyberattack on Russia's largest online retailer,Cyber incident,0,Wildberries - Russia,2022,3,14,0,0,0,1,0,0,Кибератака или инсайдер: почему произошел сбой в работе Wildberries,forbes.ru
Cyber attack on an online retailer of plastic bricks,Hacking,3,"BrickLink, Inc - Irvine, California, USA (Orange County)",2022,3,14,0,0,0,0,1,0,Notice of cyber incident,bricklink.com
Unauthorized access at a mechanical engineering company in the USA,Hacking,3,"Parker Hannifin Corporation - Cleveland, Ohio, USA (Cuyahoga County)",2022,3,14,0,0,0,0,1,0,Form 8-K,sec.gov
"Cyberattack on the administration of a city district in Prague, Czech Republic",Cyber incident,0,"Městská část Praha 5 (MČ Praha 5) - Praha, Czech Republic",2022,3,15,0,0,0,1,0,0,Aktuální informace - ÚMČ mimo provoz,praha5.cz
Cyber attack on a social institution in Germany,Hacking,3,"Diakonie Stiftung Salem - Minden, North Rhine-Westphalia, Germany (Kreis Minden-Lübbecke)",2022,3,1,0,0,0,1,0,0,Geld her – oder Daten weg: Wie ein Hackerangriff die Diakonie lahmlegt,mt.de
Cyberattack on an energy provider in Spain,Cyber incident,0,"Iberdrola / I-DE Redes Eléctricas Inteligentes - Bilbao, Spain",2022,3,15,0,0,0,1,0,0,"Un ciberataque a Iberdrola deja expuestos los datos de 1,3 millones de clientes",as.com
Unauthorized access at an insurance company in France,Hacking,3,"Emoa Mutuelle du Var - Six-Fours-les-Plages, Provence-Alpes-Côte d’Azur, France",2022,3,1,0,0,0,1,0,0,Les données personnelles de 80.000 adhérents de la mutuelle Emoa ont fuité en ligne,20minutes.fr
Cyberattack on a support organization for victims of domestic abuse in Ireland,Cyber incident,0,"ADAPT Domestic Abuse Services - Limerick, Munster, Ireland",2022,3,15,0,0,0,1,0,0,Limerick domestic abuse service hit by cyber attack,limerickpost.ie
Cyberattack on Kansas City bookstore,Cyber incident,0,"BLK + BRWN, LLC. - Kansas City, Missouri, USA",2022,3,15,0,0,0,0,1,0,"Kansas City’s BLK + BRWN bookstore launches GoFundMe for help recovering from cyber attack

Read more at: https://www.kansascity.com/news/article260290045.html#storylink=cpy",kansascity.com
Cyber attack on a paper mill in Austria,Hacking,3,"Brigl & Bergmeister GmbH - Niklasdorf, Styria, Austria",2022,3,1,0,0,0,1,0,0,Hackerangriff auf Papierfabrik Brigl & Bergmeister in Niklasdorf,kleinezeitung.at
Hackers ring the bells of Vienna's St. Stephen's Cathedral during the night,Hacking,3,"Dom- und Metropolitankirche zu St. Stephan und allen Heiligen - Vienna, Austria",2022,3,16,0,0,0,1,0,0,Hacker brachten Glocken des Stephansdoms mitten in der Nacht zum Läuten,derstandard.at
Destructive Russian malware has hit 4 organizations in Ukraine,Malware,4,Ukraine,2022,3,16,0,0,0,1,0,0,An overview of Russia’s cyberattack activity in Ukraine,query.prod.cms.rt.microsoft.com
Cyber attack on a recruitment portal of the UK's Ministry of Defense,Hacking,3,"London, United Kingdom",2022,3,16,0,0,0,1,0,0,Supply chain cyberattack on Ministry of Defence sees Army recruitment data stolen,techmonitor.ai
Cyberattack on an operator of hospitals and educational institutions in Brazil,Cyber incident,0,"Grupo Marista - Curitiba, Paraná, Brazil",2022,3,16,0,0,0,0,0,1,Ataque de ransomware atinge Grupo Marista do Paraná,cisoadvisor.com.br
Church university in Brazil affected by cyber attack,Hacking,3,"Pontifícia Universidade Católica do Paraná (PUCPR) - Curitiba, Paraná, Brazil",2022,3,16,0,0,0,0,0,1,Ataque de ransomware atinge Grupo Marista do Paraná,cisoadvisor.com.br
Hospital in Brazil affected by cyber attack,Hacking,3,"Hospital Marcelino Champagnat - Curitiba, Paraná, Brazil",2022,3,16,0,0,0,0,0,1,Grupo Marista é alvo de hackers e ataque afeta hospital Cajuru e Marcelino Champagnat,bemparana.com.br
Cyber attack on a cooperative in France,Hacking,3,"Eureden - Mellac, Bretagne, France",2022,3,17,0,0,0,1,0,0,"Vallons-de-l’Erdre. Victime d’une cyberattaque, l’usine Aubret tourne « en mode dégradé »",ouest-france.fr
Cyber attack on a feed manufacturer in France,Hacking,3,"Nutréa NA SAS - Languidic, Bretagne, France",2022,3,17,0,0,0,1,0,0,Important - communiqué Nutréa,nutrea.fr
DDoS attack on the Marshall Islands Telecommunications Authority,Ddos,2,"Marshall Islands National Telecommunications Authority - Majuro, Marshall Islands",2022,3,1,0,0,1,0,0,0,Marshall Islands telecom service hit by cyber attack,rnz.co.nz
Cyber attack on a chain of car dealerships in Norway,Hacking,3,"Mobile AS - Billingstad, Norway",2022,3,17,0,0,0,1,0,0,Mobile utsatt for nettverksangrep,mobile.no
DDoS attacks on news portals in the Philippines,Ddos,2,Philippines,2022,3,1,0,1,0,0,0,0,3 more news sites under cyberattack – NUJP,newsinfo.inquirer.net
Internal data of the Russian state pipeline company published,Unknown,7,"Транснефть (Transneft) - Moscow, Russia",2022,3,17,0,0,0,1,0,0,Russian pipeline company Transneft hit by data leak dedicated to Hillary Clinton,theverge.com
Unauthorized access at a company in the timber industry in Sweden,Hacking,3,"AB Karl Hedin - Fagersta, Västmanlands län, Sweden",2022,3,17,0,0,0,1,0,0,AB Karl Hedin har utsatts för ett dataintrång,abkarlhedin.se
Ransomware at an energy provider on the Caribbean island of Sint Maarten,Ransomware,6,"N.V. GEBE - Philipsburg, Sint Maarten",2022,3,17,0,0,0,0,1,0,"GEBE investigating cyberattack, says efforts focused on minimising impact",thedailyherald.sx
Cyber attack on a dairy in the USA,Hacking,3,"HP Hood LLC - Lynnfield, Massachusetts, USA",2022,3,1,0,0,0,0,1,0,ConVal School District to be Impacted by Milk Shortage Due to Cyber Attack at Dairy Supplier,jgpr.net
Source code of US mobile phone provider stolen,Data breach,1,"T-Mobile US - Bellevue, Washington, USA (King County)",2022,3,1,0,0,0,0,1,0,Leaked Chats Show LAPSUS$ Stole T-Mobile Source Code,krebsonsecurity.com
Unauthorized access at a healthcare provider in Oregon,Hacking,3,"Avamere Health Services, LLC - Wilsonville, Oregon, USA (Clackamas County)",2022,3,17,0,0,0,0,1,0,"Avamere Health Services, LLC Provides Notice of Data Security Incident",avamere.com
Cyberattack on a government research organization in Canada,Cyber incident,0,"National Research Council of Canada (NRC) - Ottawa, Ontario, Canada",2022,3,18,0,0,0,0,1,0,"Canada's National Research Council detects 'cyber incident,' investigation underway",ctvnews.ca
Cyber attack on a vocational school in Germany,Hacking,3,"Berufsbildende Schulen Technik Cloppenburg (BBS Technik) - Cloppenburg, Lower Saxony, Germany",2022,3,18,0,0,0,1,0,0,Angriff durch Hacker sorgt für Distanzunterricht an BBS-Technik,lkclp.de
"Cyber attack on the city of Banff, Canada",Hacking,3,"Town of Banff - Banff, Alberta, Canada",2022,3,19,0,0,0,0,1,0,Town of Banff investigates cybersecurity attack,rmotoday.com
Cyber attack on the administration of a town in Connecticut,Hacking,3,"Plainfield, Connecticut, USA (Windham County)",2022,3,19,0,0,0,0,1,0,"What to know as hackers hold Plainfield Town Hall, police department computers hostage",eu.norwichbulletin.com
"Cyber attack on the city administration of Dingolfing, Germany",Hacking,3,"Dingolfing, Bavaria, Germany",2022,3,20,0,0,0,1,0,0,Rathaus vorübergehend geschlossen,dingolfing.de
Cyber attack on the Greek Post,Hacking,3,"Ελληνικά Ταχυδρομεία (ΕΛΤΑ), Hellenic Post (ELTA) - Athens, Greece",2022,3,20,0,0,0,1,0,0,Δελτίο τύπου - Κυβερνοεπίθεση στα ΕΛΤΑ,elta.gr
Anonymous hacks printers in Russia to call for resistance,Unknown,7,Russia,2022,3,20,0,0,0,1,0,0,Anonymous Hacks Into Russian Printers to Deliver Resistance Information,newsweek.com
Ransomware at a clinic in Oklahoma City,Ransomware,6,"Oklahoma City Indian Clinic (OKCIC) - Oklahoma City, Oklahoma, USA",2022,3,1,0,0,0,0,1,0,Oklahoma City Indian Clinic Working On Resolution Following Cyber-Attack,news9.com
Ransomware at a property appraisal district in Texas,Ransomware,6,"Bexar County Appraisal District - San Antonio, Texas, USA (Bexar County)",2022,3,20,0,0,0,0,1,0,Bexar Appraisal District Hit with Ransomware Attack,bcad.org
Ransomware at a Wyoming Hospital,Ransomware,6,"Memorial Hospital of Carbon County - Rawlins, Wyoming, USA",2022,3,20,0,0,0,0,1,0,Memorial Hospital of Carbon County Experiencing Internal Network Breach,imhcc.com
DDoS attacks on French-speaking universities in Belgium,Ddos,2,Belgium,2022,3,21,0,0,0,1,0,0,Les universités francophones victimes d’une cyberattaque,lesoir.be
Cyber attack on a municipal housing association in Sweden,Hacking,3,"Östersundshem AB - Östersund, Jämtlands län, Sweden",2022,3,21,0,0,0,1,0,0,Östersundshem drabbat av dataintrång - hemsidan ligger nere,jamtlandstidning.se
Cyber attack on a charity in Scotland,Hacking,3,"Scottish Association for Mental Health (SAMH) - Glasgow, Scotland, United Kingdom",2022,3,21,0,0,0,1,0,0,We regret to announce that SAMH has been the victim of a sophisticated and criminal cybersecurity attack.,samh.org.uk
Cyberattack on a non-profit healthcare provider in California,Cyber incident,0,"Partnership HealthPlan of California - Fairfield, California, USA",2022,3,21,0,0,0,0,1,0,Cyber-attack on California Healthcare Organization,infosecurity-magazine.com
