title,attack_type,attack_type_code,description,year,month,day,Africa,Asia,Australia,Europe,North America,South America,reference_title,reference_url
Cyber attack on a city government in Colorado,Hacking,3,"Wheat Ridge, Colorado, USA (Jefferson County)",2022,8,29,0,0,0,0,1,0,Denver suburb won’t cough up millions in ransomware attack that closed city hall,denverpost.com
"Cyber attack on an international institute based in Vienna, Austria",Hacking,3,"International Centre for Migration Policy Development (ICMPD) - Vienna, Austria",2022,8,1,0,0,0,1,0,0,Migration policy org confirms cyberattack after extortion group touts theft,therecord.media
"False managing director defrauds an Indian company via WhatsApp of approx. 11,000 $",Phishing,5,"Mumbai, India",2022,8,30,0,1,0,0,0,0,"Mumbai: Cyber-fraudster poses as company's MD, dupes CFO of Rs 8.55 lakh",mid-day.com
Unauthorized access at a university in Texas,Hacking,3,"Our Lady of the Lake University - San Antonio, Texas, USA (Bexar County)",2022,8,30,0,0,0,0,1,0,Notice of a data breach,ollusa.edu
Cyber attack on an Italian oil and energy company,Hacking,3,"Eni S.p.A. - Roma, Lazio, Italy",2022,8,1,0,0,0,1,0,0,Hackers Hit Italian Oil Giant Eni’s Computer Network,bloomberg.com
Attempted online fraud at a Norwegian pension fund,Phishing,5,"Haugesund Kommunale Pensjonskasse (HKP) - Haugesund, Rogaland, Norway",2022,8,1,0,0,0,1,0,0,​Norway’s Haugesund pension fund fends off ‘terrifying’ cyber attack,ipe.com
Unauthorized access at a shipbuilding company in Singapore,Hacking,3,Sembcorp Marine Ltd - Singapore,2022,8,1,0,1,0,0,0,0,Sembcorp Marine reports cyber incident; moves to address incident and support affected stakeholders,sembmarine.com
"U.S. university defrauded of $470,000",Phishing,5,"Virginia Commonwealth University - Richmond, Virginia, USA",2022,8,1,0,0,0,0,1,0,Butte School District switches to checks-only policy for paying vendors,mtstandard.com
Numerous cabs in Moscow ordered by app to the same place: Traffic jam,Unknown,7,"Yandex Taxi - Moscow, Russia",2022,9,1,0,0,0,1,0,0,Hackers caused a massive traffic jam in Moscow using a ride-hailing app,theverge.com
Ransomware attack on a medical center in the Texas,Ransomware,6,"Oakbend Medical Center - Richmond, Texas, USA (Fort Bend County)",2022,9,1,0,0,0,0,1,0,Important Announcement,oakbendmedcenter.org
Cyber attack on a city in Austria,Hacking,3,"Feldbach, Styria, Austria",2022,9,2,0,0,0,1,0,0,Stadtgemeinde Feldbach von Hackerangriff betroffen,kurier.at
Ransomware attack on a municipal cable operator in Kentucky,Ransomware,6,"Bardstown Connect - Bardstown, Kentucky, USA (Nelson County)",2022,9,2,0,0,0,0,1,0,FURTHER UPDATES ON NETWORK DISRUPTION,cityofbardstown.org
Reseller of a mobile phone operator in Italy hacked,Hacking,3,"FourB S.p.A. - Milano, Italy",2022,9,1,0,0,0,1,0,0,Vodafone Italy discloses data breach after reseller hacked,bleepingcomputer.com
South Korean government Youtube channels hacked,Hacking,3,"Seoul, South Korea",2022,9,1,0,1,0,0,0,0,Government YouTube channels cyberattacked,m.koreaherald.com
Cyberattack on a religious community in Switzerland,Cyber incident,0,"Kommunität Diakonissenhaus Riehen - Riehen, Canton of Basel-Stadt, Switzerland",2022,9,4,0,0,0,1,0,0,Schweizer Diakonissen gehackt – dahinter steckt eine berüchtigte Hackerbande,watson.ch
Cyber attack on a major transport company in the UK,Hacking,3,"The Go-Ahead Group plc - London, United Kingdom",2022,9,4,0,0,0,1,0,0,Major UK transport company Go-Ahead battles cyber-attack,theguardian.com
Ransomware at a school district in California,Ransomware,6,"Los Angeles Unified School District - Los Angeles, California, USA",2022,9,4,0,0,0,0,1,0,Los Angeles Unified Targeted by Ransomware Attack,achieve.lausd.net
Cyber attack on a social service in Belgium,Hacking,3,"CPAS Mouscron - Mouscron, Wallonia, Belgium",2022,9,5,0,0,0,1,0,0,Le CPAS de Mouscron paralysé par une cyberattaque,rtbf.be
Cyber attack on a Swiss chocolate manufacturer,Hacking,3,"Läderach AG - Glarus, Canton of Glarus, Switzerland",2022,9,5,0,0,0,1,0,0,Läderach affected by cyber attack,laderach.com
Unauthorized access to data of an online marketplace for luxury watches,Hacking,3,"Chrono24 - Karlsruhe, Baden-Württemberg, Germany",2022,9,1,0,0,0,1,0,0,Chrono24-Dienstleister gehackt – Marketingdaten geklaut,computerbild.de
Unauthorized access at a hotel group,Hacking,3,"InterContinental Hotels Group PLC (IHG) - Denham, United Kingdom",2022,9,1,0,0,0,1,0,0,Unauthorised access to technology systems,ihgplc.com
Ransomware attack on a municipality in Portugal,Ransomware,6,"Município de Ourique - Ourique, Portugal",2022,9,1,0,0,0,1,0,0,Ataque ao Sistema Informático do Município,facebook.com
Cyber attack on a regional government in Canada,Hacking,3,"Sunshine Coast Regional District (SCRD) - Sechelt, British Columbia, Canada",2022,9,8,0,0,0,0,1,0,Recent Cyber Incident at the SCRD,scrd.ca
China accuses U.S. of cyber espionage at university,Unknown,7,"Northwestern Polytechnical University / 西北工业大学 - Xi’an, People's Republic of China",2022,9,1,0,1,0,0,0,0,China Accuses NSA of Northwestern Polytechnical University Cyber-Attack,australiancybersecuritymagazine.com.au
A network store of a city in Germany encrypted,Ransomware,6,"Stockach, Baden-Württemberg, Germany (Konstanz district)",2022,9,1,0,0,0,1,0,0,Hacker-Angriff bei der Stadt Stockach,stockach.de
Cyber incident at a municipality in Germany,Cyber incident,0,"Egelsbach, Hesse, Germany (Offenbach district)",2022,9,1,0,0,0,1,0,0,Cybervorfall hinterlässt keine großen Schäden,egelsbach.de
Website of a municipality in Germany hacked several times,Hacking,3,"Dorn-Dürkheim, Rhineland-Palatinate, Germany (Mainz-Bingen district)",2022,9,1,0,0,0,1,0,0,Hackerangriffe in Dorn-Dürkheim geben Rätsel auf,allgemeine-zeitung.de
Cyber attack on a county in the state of New York,Hacking,3,"Suffolk County - Riverhead, New York, USA (Suffolk County)",2022,9,8,0,0,0,0,1,0,Officials: Some issues remain after Suffolk County cyberattack but 'no compromise to public safety',longisland.news12.com
Cyber attack on the police in Alabania,Hacking,3,Albania,2022,9,9,0,0,0,1,0,0,"Albania suffers renewed cyberattack, blames Iran",france24.com
Cyberattack on the Parliamentary Assembly of Bosnia and Herzegovina,Cyber incident,0,"Parlamentarna skupština Bosne i Hercegovine / Парламентарна скупштина Босне и Херцеговине - Sarajevo, Bosnia and Herzegovina",2022,9,9,0,0,0,1,0,0,Main Server of the Parliamentary Assembly of BiH was shut down due to a Cyber Attack,sarajevotimes.com
Cyber attack on a supplier of PVC building materials in the UK,Hacking,3,"Eurocell plc - Alfreton, England, United Kingdom",2022,9,1,0,0,0,1,0,0,Eurocell employee details exposed in major cyber attack,expressandstar.com
Cyber attack on an IT company in Australia,Hacking,3,"Dialog Information Technology - Brisbane, Queensland, Australia",2022,9,10,0,0,1,0,0,0,Dialog Incident Statement,dialog.com.au
DDoS attack on the website of a non-profit media organization in Greece,Ddos,2,"Solomon - Athens, Greece",2022,9,10,0,0,0,1,0,0,BIRN Hit by Cyber-Attacks After Turkish Fraudster Investigation,birn.eu.com
DDoS attack on the website of a reporter network for the Balkans,Ddos,2,"Belgrad / Београд, Serbien / Србија",2022,9,10,0,0,0,1,0,0,BIRN Hit by Cyber-Attacks After Turkish Fraudster Investigation,birn.eu.com
Data breach at a coffee chain in Singapore,Data breach,1,Starbucks Singapore - Singapore,2022,9,1,0,1,0,0,0,0,Starbucks SG involved in data breach,marketing-interactive.com
Cyber attack on a thermal spa in Austria,Hacking,3,"Heiltherme Bad Waltersdorf GmbH & Co. KG - Bad Waltersdorf, Styria, Austria",2022,9,11,0,0,0,1,0,0,„Lange vorbereitet“: Hacker-Angriff auf Therme,krone.at
Cyber attack on a Canadian university,Hacking,3,"University of Guelph - Guelph, Ontario, Canada",2022,9,11,0,0,0,0,1,0,U of G Student upset over lack of transparency after cyber breach,kitchener.ctvnews.ca
Cyber attack on a Catholic welfare organization in Germany,Hacking,3,"Caritasverband der Erzdiözese München und Freising e.V. - Munich, Bavaria, Germany",2022,9,12,0,0,0,1,0,0,Caritas ist Opfer eines Cyberangriffs,caritas-nah-am-naechsten.de
Malware on the website of a sports club in Germany,Malware,4,"TSV Lustnau - Tübingen, Baden-Württemberg, Germany (Landkreis Tübingen)",2022,9,12,0,0,0,1,0,0,Hackerangriff abgewehrt,tsv-lustnau.de
Cyber attack on a university in the United Kingdom,Hacking,3,"SOAS University of London (School of Oriental and African Studies) - London, United Kingdom",2022,9,1,0,0,0,1,0,0,Schools hit by cyber attack and documents leaked,bbc.com
Cyber attack on a polytechnic university in France,Hacking,3,"Institut national polytechnique de Toulouse (INP) - Toulouse, Occitanie, France",2022,9,13,0,0,0,1,0,0,L'institut polytechnique de Toulouse victime d’une cyberattaque 'd'ampleur',ladepeche.fr
Cyber attack on a learning platform in the US,Hacking,3,"Seesaw - San Francisco, California, USA",2022,9,13,0,0,0,0,1,0,Messages Inappropriate Image Incident,status.seesaw.me
Cyber attack on Iowa school district,Hacking,3,"Davenport Community Schools - Davenport, Iowa, USA (Scott County)",2022,9,1,0,0,0,0,1,0,"District thwarted cyber-attacker, Davenport Community Schools say",qctimes.com
Cyber attack on a city in Canada,Hacking,3,"Ville de Laval - Laval, Québec, Canada",2022,9,14,0,0,0,0,1,0,Interruption des services informatiques : la Ville fait un état de situation,laval.ca
Hackers take control of a water treatment system at a hotel in Israel,Hacking,3,Israel,2022,9,1,0,1,0,0,0,0,GhostSec Strikes Again in Israel Alleging Water Safety Breach,otorio.com
Unauthorized access at a police in Belgium,Hacking,3,"Zwijndrecht, Antwerp, Belgium",2022,9,1,0,0,0,1,0,0,Hacker breaks into Zwijndrecht police server,brusselstimes.com
Cyberattack on a hospital in France,Cyber incident,0,"Centre Hospitalier de Cahors - Cahors, Occitanie, France",2022,9,15,0,0,0,1,0,0,L'hôpital de Cahors touché par une cyberattaque,francebleu.fr
Twitter account of the Italian Ministry of Environment defaced,Unknown,7,"Ministero della transizione ecologica - Roma, Lazio, Italy",2022,9,15,0,0,0,1,0,0,L'account Twitter del ministero della Transizione ecologica è stato hackerato,repubblica.it
Data breach in the Malaysian government online salary system,Data breach,1,"Kuala Lumpur, Malaysia",2022,9,1,0,1,0,0,0,0,Fahmi demands probe into latest cyber-attack on govt systems,themalaysianinsight.com
Cyber attack on a city in Wales,Hacking,3,"Newport, Wales, United Kingdom",2022,9,15,0,0,0,1,0,0,Newport City Council hit by 'major cyber incident',southwalesargus.co.uk
Unauthorized access at a neobank based in the United Kingdom,Hacking,3,"Revolut - London, United Kingdom",2022,9,1,0,0,0,1,0,0,Revolut victime d'une cyberattaque,twitter.com
Unauthorized access at a globally active driving service,Hacking,3,"Uber - San Francisco, California, USA",2022,9,1,0,0,0,0,1,0,We are currently responding to a cybersecurity incident.,twitter.com
Unauthorized access at a emergency service in Alabama,Hacking,3,"NorthStar Emergency Medical Services - Tuscaloosa, Alabama, USA (Tuscaloosa County)",2022,9,16,0,0,0,0,1,0,Notice of Data Security Incident,northstar-ems.us
Ransomware attack at an access control system provider in the Netherlands,Ransomware,6,"ID-ware - The Hague, Netherlands",2022,9,18,0,0,0,1,0,0,Incident Statement @ ID-ware,id-ware.com
Students of a university in the Netherlands affected by a hack,Cyber incident,0,"TU Eindhoven - Eindhoven, Netherlands",2022,9,18,0,0,0,1,0,0,Gegevens duizenden studenten TU Eindhoven gelekt bij hack,rtlnieuws.nl
Cyberattack on the Ministry of Foreign Affairs of Guatemala,Cyber incident,0,"Ministerio de Relaciones Exteriores de Guatemala (Minex) - Guatemala City, Guatemala",2022,9,19,0,0,0,0,1,0,Ministerio de Relaciones Exteriores de Guatemala víctima de ataque cibernético,bloomberglinea.com
Ransomware at a French IT service provider,Ransomware,6,"ITS Group - Boulogne-Billancourt, Île-de-France, France",2022,9,20,0,0,0,1,0,0,Information on a cyber attack,itsgroup.com
Cyber attack on a manufacturer of precast concrete elements in Norway,Hacking,3,"Element NOR AS - Storsteinnes, Troms og Finnmark, Norway",2022,9,20,0,0,0,1,0,0,Industribedrift i Balsfjord utpekt som offer for løsepengevirus,digi.no
Website of a Russian mercenary force hacked,Hacking,3,Wagner - Russia,2022,9,1,0,0,0,1,0,0,Ukraine hackt Website der Gruppe Wagner und erbeutet die Daten der russischen Söldner,watson.ch
Cyber attack on Michigan school district,Hacking,3,"South Redford School District - Redford, Michigan, USA (Wayne County)",2022,9,20,0,0,0,0,1,0,"Schools Closed - Sep 21st, 2022",southredford.org
Email account of a California school district compromised,Phishing,5,"Novato Unified School District (NUSD) - Novato, California, USA (Marin County)",2022,9,20,0,0,0,0,1,0,https://oag.ca.gov/ecrime/databreach/reports/sb24-557713,oag.ca.gov
Unauthorized access at a US computer game developer,Hacking,3,"2K Games - Novato, California, USA (Marin County)",2022,9,1,0,0,0,0,1,0,A Message from 2K Support,twitter.com
DDoS attack on the Central Bank of Iran,Ddos,2,Iran,2022,9,1,0,1,0,0,0,0,Iran bestätigt Cyber-Angriff auf Zentralbank,handelsblatt.com
Ransomware at a vaccine manufacturer in the Netherlands,Ransomware,6,"Bilthoven Biologicals - Bilthoven, Utrecht, Netherlands",2022,9,21,0,0,0,1,0,0,"Nederlands vaccinbedrijf gehackt, gestolen data op dark web",rtlnieuws.nl
Cyber attack on an Australian telecommunications provider,Hacking,3,"Optus - Macquarie Park, New South Wales, Australia",2022,9,1,0,0,1,0,0,0,Optus notifies customers of cyberattack compromising customer information,optus.com.au
Cyber attack on a city government in Belgium,Hacking,3,"Geraardsbergen, Flemish Region, Belgium",2022,9,22,0,0,0,1,0,0,Geraardsbergen moet stadsloketten sluiten na malware-aanval,nieuwsblad.be
Cyberattack on a social service of the church in Germany,Cyber incident,0,"SKM gGmbH - Düsseldorf, North Rhine-Westphalia, Germany",2022,9,1,0,0,0,1,0,0,Hackerangriff auf katholischen Sozialdienstleister SKM,katholisch.de
Recordings of conversations of the Pakistani Prime Minister offered on the Darknet?,Data breach,1,"Islamabad, Pakistan",2022,9,1,0,1,0,0,0,0,Leaks reveal massive breach in security at PM Office,dawn.com
Ransomware attack on a municipality in Portugal,Ransomware,6,"Município de Loures - Loures, Portugal",2022,9,22,0,0,0,1,0,0,Câmara de Loures alvo de ciberataque “malicioso e deliberado”,eco.sapo.pt
Cyber attack on a city in France,Hacking,3,"Les Mureaux, Île-de-France, France",2022,9,24,0,0,0,1,0,0,"Victime d'une attaque informatique, la ville des Mureaux vous informe",lesmureaux.fr
Cyberattack on a cluster of universities in France,Cyber incident,0,"Pôle Universitaire Léonard de Vinci - Courbevoie, Île-de-France, France",2022,9,24,0,0,0,1,0,0,Une cyberattaque fait fuiter les données des étudiants du pôle universitaire Léonard de Vinci,rtl.fr
Ransomware attack on a city in Mexico,Ransomware,6,"Gobierno Municipal de Chihuahua - Chihuahua, Chihuahua, Mexico",2022,9,24,0,0,0,0,1,0,Ciberataque dejó inutilizables algunos archivos del municipio de Chihuahua,elheraldodechihuahua.com.mx
Cyber attack at a cable network operator in the USA,Hacking,3,"Cox Communications - Tucson, Arizona, USA (Pima County)",2022,9,1,0,0,0,0,1,0,"Internet outage in Tucson area was due to cyber attack, Cox says",kvoa.com
Cyber attack on a media group in Brazil,Hacking,3,Grupo Jaime Câmara - Brazil,2022,9,25,0,0,0,0,0,1,Ataque hacker bloqueia sistemas e parte dos veículos do Grupo Jaime Câmara,g1.globo.com
Cyberattack on a school district in Wisconsin,Cyber incident,0,"Kenosha Unified School District (KUSD) - Kenosha, Wisconsin, USA (Kenosha County)",2022,9,25,0,0,0,0,1,0,KUSD Network Investigation Ongoing,kusd.edu
Cyberattack on the Chilean judiciary,Cyber incident,0,Poder Judicial de Chile - Chile,2022,9,26,0,0,0,0,0,1,Un ciberataque pone en alerta al Poder Judicial de Chile,elpais.com
Cyber attack on a city in France,Hacking,3,"Mairie de Maisons-Alfort - Maisons-Alfort, Île-de-France, France",2022,9,1,0,0,0,1,0,0,Attaque informatique,maisons-alfort.fr
Cyber attack on a town in France,Hacking,3,"Caen, Normandy, France",2022,9,26,0,0,0,1,0,0,La mairie de Caen est victime d'une cyberattaque,francebleu.fr
Cyber attack on a communications service provider in France,Hacking,3,"Comminter - Rennes, Bretagne, France",2022,9,1,0,0,0,1,0,0,Wifi en libre service indisponible,tarbes.fr
Cyber attack on a utility in England,Hacking,3,"Fulcrum Utility Services Ltd - Sheffield, England, United Kingdom",2022,9,1,0,0,0,1,0,0,Fulcrum Utility Services hit by cyber attack but no data breached,morningstar.co.uk
Cyber attack on a Pennsylvania school district,Hacking,3,"Mars Area School District - Mars, Pennsylvania, USA (Butler County)",2022,9,1,0,0,0,0,1,0,Cyber Security Incident Statement,marsk12.org
Unauthorized access at a college in Michigan,Hacking,3,"Hope College - Holland, Michigan, USA (Ottawa County, Allegan County)",2022,9,27,0,0,0,0,1,0,Please read this entire letter,oag.ca.gov
Website and news channel of a US business magazine hacked,Hacking,3,"Fast Company - New York City, New York, USA",2022,9,27,0,0,0,0,1,0,Fast Company’s official statement regarding Tuesday evening’s website hack,twitter.com
Data of the command of the Colombian armed forces leaked,Data breach,1,"Comando General de las Fuerzas Militares - Bogota, Colombia",2022,9,1,0,0,0,0,0,1,Mexican president confirms ‘Guacamaya’ hack targeting regional militaries,therecord.media
Cyber attack on a local authority in France,Hacking,3,"Collectivité européenne d’Alsace (CeA) - Strasbourg, Grand Est, France",2022,9,28,0,0,0,1,0,0,La Collectivité européenne d'Alsace victime d'une cyberattaque,francebleu.fr
Data leaked from the Mexican Ministry of Defense,Data breach,1,Secretaría de la Defensa Nacional in México (SEDENA) - Mexico,2022,9,1,0,0,0,0,1,0,Mexican president confirms ‘Guacamaya’ hack targeting regional militaries,therecord.media
Cyberattack on a network of physicians in New Zealand,Cyber incident,0,Pinnacle Incorporated - New Zealand,2022,9,28,0,0,1,0,0,0,"On Wednesday 28 September 2022, Pinnacle Midlands Health Network experienced a cyber incident",facebook.com
Data of the joint command of the Peruvian armed forces leaked,Data breach,1,"Comando Conjunto de las Fuerzas Armadas de Peru - Lima, Peru",2022,9,1,0,0,0,0,0,1,Mexican president confirms ‘Guacamaya’ hack targeting regional militaries,therecord.media
Data of the Peruvian armed forces leaked,Data breach,1,"Ejército del Perú - Lima, Peru",2022,9,1,0,0,0,0,0,1,Mexican president confirms ‘Guacamaya’ hack targeting regional militaries,therecord.media
Russian satellite system hacked?,Hacking,3,Gonets - Russia,2022,9,28,0,0,0,1,0,0,"We breached Russian satellite network, say pro-Ukraine partisans",cybernews.com
Data leaked from the National Police of El Salvador,Data breach,1,Policía Nacional Civil de El Salvador - El Salvador,2022,9,1,0,0,0,0,1,0,Mexican president confirms ‘Guacamaya’ hack targeting regional militaries,therecord.media
El Salvador armed forces data leaked,Data breach,1,Fuerza Armada de El Salvador - El Salvador,2022,9,1,0,0,0,0,1,0,Mexican president confirms ‘Guacamaya’ hack targeting regional militaries,therecord.media
Cyber attack on a school in England,Hacking,3,"Pate's Grammar School - Cheltenham, England, United Kingdom",2022,9,28,0,0,0,1,0,0,Systems update,patesgs.org
Malware on the website of a provider of care products in Australia,Malware,4,"The Good Collective Pty Ltd / Flora & Fauna - Surry Hills, New South Wales, Australia",2022,9,29,0,0,1,0,0,0,BWX - Flora & Fauna Data Breach Notification,bwxltd.com
Cyber attack on a city in Brazil,Hacking,3,"Prefeitura Municipal de Mimoso do Sul - Mimoso do Sul, Espírito Santo, Brazil",2022,9,29,0,0,0,0,0,1,Comunicado!,instagram.com
Cyber attack on fashion companies in France,Hacking,3,"BZB, Jules - France",2022,9,1,0,0,0,1,0,0,"Prêt-à-porter : après Camaïeu et Damart, Jules et BZB victimes d’une cyberattaque",lemagit.fr
Cyber attack on a waste management company in Italy,Hacking,3,"Alia Servizi Ambientali S.p.A. - Florence, Italy",2022,9,29,0,0,0,1,0,0,Ripristinata la piena operatività di Call Center e sportelli Tari dopo il tentativo di accesso ai sistemi informativi,aliaserviziambientali.it
Unauthorized access to customer data at an energy supplier in Australia,Hacking,3,"EnergyAustralia - Melbourne, Victoria, Australia",2022,9,30,0,0,1,0,0,0,Frequently Asked Questions - My Account password update and cyber security,energyaustralia.com.au
Cyberattacks on two hospitals in France,Cyber incident,0,"Hôpital Manchester de Charleville-Mézières, Centre Hospitalier Belair - Charleville-Mézières, Grand Est, France",2022,9,30,0,0,0,1,0,0,Cyberattaques : pourquoi les hôpitaux deviennent-ils la cible des hackeurs et comment se protéger ?,france3-regions.francetvinfo.fr
Internal documents of an Italian car manufacturer leaked,Data breach,1,"Ferrari - Maranello, Emilia-Romagna, Italy",2022,9,1,0,0,0,1,0,0,"Ferrari says internal documents online, but no evidence of cyber attack",reuters.com
DDoS attack on the website of the British domestic intelligence service,Ddos,2,"Security Service / MI5 - London, United Kingdom",2022,9,30,0,0,0,1,0,0,Cyberattack takes down MI5 website for hours,thetimes.co.uk
Cyber attack at a private university in Mississippi,Hacking,3,"William Carey University - Hattiesburg, Mississippi, USA (Forrest County)",2022,9,30,0,0,0,0,1,0,William Carey comes under ransomware attack,wdam.com
Cyber attack on a community college in California,Hacking,3,"Hartnell Community College District / Hartnell College - Salinas, California, USA (Monterey County)",2022,10,2,0,0,0,0,1,0,Notice of Data Security Incident,hartnell.edu
Another cyberattack on the Colombian Agency for the Supervision of Medicines and Foodstuffs,Cyber incident,0,"Instituto Nacional de Vigilancia de Medicamentos y Alimentos (INVIMA) - Bogota, Colombia",2022,10,3,0,0,0,0,0,1,Invima informa que se ha presentado un nuevo ataque cibernético,facebook.com
Cyberattack on a housing agency in Indiana,Cyber incident,0,"Indianapolis Housing Agency - Indianapolis, Indiana, USA (Marion County)",2022,10,3,0,0,0,0,1,0,Indianapolis Housing Agency’s server hacked by cyber thieves,fox59.com
Another Australian telecommunications provider affected by data theft,Data breach,1,"Telstra - Melbourne, Victoria, Australia",2022,10,1,0,0,1,0,0,0,Employee data breach: what you need to know,exchange.telstra.com.au
Cyber incident at a US hospital operator,Cyber incident,0,"CommonSpirit Health - Chicago, Illinois, USA",2022,10,4,0,0,0,0,1,0,Statement: IT Security Issue,commonspirit.org
Unauthorized access at a non-profit organization in Canada,Hacking,3,"Amnesty International Canada - Ottawa, Ontario, Canada",2022,10,5,0,0,0,0,1,0,Amnesty International Canada target of sophisticated cyber-attack linked to China,amnesty.ca
Cyber attack on a baby food manufacturer in Germany,Hacking,3,"HiPP - Pfaffenhofen an der Ilm, Bavaria, Germany (Pfaffenhofen district)",2022,10,1,0,0,0,1,0,0,Cyberangriff auf Hipp: Kriminelle legen IT-System des Unternehmens lahm,donaukurier.de
Cyber attack on a municipality in Italy,Hacking,3,"Comune di Rosignano Marittimo - Rosignano Marittimo, Tuscany, Italy",2022,10,5,0,0,0,1,0,0,ATTACCO INFORMATICO AI SERVER DEL COMUNE,comune.rosignano.livorno.it
Possible cyber attack on an insurance exchange in London,Hacking,3,"Lloyd’s of London - London, United Kingdom",2022,10,1,0,0,0,1,0,0,Lloyd's of London investigates possible cyber attack,reuters.com
Possible cyberattack on a Missouri school district,Cyber incident,0,"Grain Valley Schools - Grain Valley, Missouri, USA (Jackson County)",2022,10,1,0,0,0,0,1,0,Grain Valley School District investigates cyberattack,fox4kc.com
Website of the US state of Colorado offline after cyber attack,Hacking,3,"Colorado, USA",2022,10,5,0,0,0,0,1,0,State Websites & Services Remain Unaffected While Colorado.gov State Web Portal Homepage Offline Due to Cyberattack,oit.colorado.gov
Cyber attack on a health service in Australia,Hacking,3,"Apunipima Cape York Health Council - Cairns, Queensland, Australia",2022,10,1,0,0,1,0,0,0,Apunipima cyber-security incident update,apunipima.org.au
Cyber attack on a research institute in Germany,Hacking,3,"Leibniz-Institut für Bildungsforschung und Bildungsinformation (DIPF) - Frankfurt/Main, Hesse, Germany",2022,10,6,0,0,0,1,0,0,Das DIPF - Leibniz-Institut für Bildungsforschung und Bildungsinformation wurde trotz großer Bemühungen und Vorkehrungen Opfer eines Cyberangriffs,de-de.facebook.com
Ransomware at an international service company in Italy,Ransomware,6,"Covisian - Milano, Italy",2022,10,1,0,0,0,1,0,0,L’Italiana COVISIAN è stata colpita da un attacco ransomware,redhotcyber.com
Ransomware at hospitals in Barcelona,Ransomware,6,"Consorci Sanitari Integral - Barcelona, Catalonia, Spain",2022,10,7,0,0,0,1,0,0,Un ciberataque de los que piden rescate afecta al Consorci Sanitari Integral,lavanguardia.com
Unauthorized access at a regulatory agency in New Mexico.,Hacking,3,"New Mexico Regulation & Licensing Department (NMRLD) - Santa Fe, New Mexico, USA (Santa Fe County)",2022,10,7,0,0,0,0,1,0,New Mexico Licensing Department subject of cyber attack,apnews.com
Cyber attack on a TV station in Brazil,Hacking,3,"Record TV - São Paulo, Brazil",2022,10,8,0,0,0,0,0,1,Incidente tirou do ar programação ao vivo da Rede Record,cisoadvisor.com.br
Ransomware at a distributor in Jamaica,Ransomware,6,"Massy Distribution Jamaica - Kingston, Jamaica",2022,10,1,0,0,0,0,1,0,Massy Distribution Jamaica confirms cyberattack on its systems,jamaica-gleaner.com
Ransomware at a US IT service provider for the healthcare sector,Ransomware,6,"Healthcare Management Solutions, LLC - Fairmont, West Virginia, USA (Marion County)",2022,10,8,0,0,0,0,1,0,CMS Responding to Data Breach at Subcontractor,cms.gov
Cyberattack on a Canadian menswear chain,Cyber incident,0,"Harry Rosen - Toronto, Ontario, Canada",2022,10,9,0,0,0,0,1,0,Canadian menswear chain Harry Rosen confirms cyber attack,itworldcanada.com
Cyber attack on a maternity hospital in Paris,Hacking,3,"L'hôpital Pierre Rouquès - Les Bluets - Paris, France",2022,10,9,0,0,0,1,0,0,L’hôpital Pierre Rouquès – Les Bluets victime d’une cyberattaque,bluets.org
Cyber attack on an IT consulting company in Germany,Hacking,3,"ConVista Consulting AG - Cologne, North Rhine-Westphalia, Germany",2022,10,10,0,0,0,1,0,0,ConVista Gruppe meldet IT-Ausfall,pressebox.de
Malware at a state parliament in Germany?,Malware,4,"Landtag NRW - Düsseldorf, North Rhine-Westphalia, Germany",2022,10,1,0,0,0,1,0,0,Grünen-Computer beschlagnahmt!,bild.de
Cyber attack on the administration of a French county,Hacking,3,"Département Seine-Maritime - Rouen, Normandy, France",2022,10,10,0,0,0,1,0,0,Le département de la Seine-Maritime touché par une cyberattaque,lemonde.fr
Cyberattack on the Mauritius financial investigation authority,Cyber incident,0,"Financial Intelligence Unit - Ebène City, Mauritius",2022,10,10,1,0,0,0,0,0,FIU: Four employees suspended after a cyber-attack,mauritiushindinews.com
DDoS attack on 15 Hawaii airport websites,Ddos,2,"Hawaii, USA",2022,10,10,0,0,0,0,1,0,Hawai‘i Office of Homeland Security on Recent Cybersecurity Affecting State of Hawai‘i Airport System Websites,dod.hawaii.gov
DDoS attack on Iowa airport website,Ddos,2,"Des Moines International Airport - Des Moines, Iowa, USA (Polk County, Dallas County, Warren County)",2022,10,10,0,0,0,0,1,0,Cyberattacks reported at US airports,abcnews.go.com
DDoS attack on the website of a California airport,Ddos,2,"Los Angeles International Airport - Los Angeles, California, USA",2022,10,10,0,0,0,0,1,0,Cyberattacks reported at US airports,abcnews.go.com
DDoS attack on the website of a Colorado airport,Ddos,2,"Denver International Airport - Denver, Colorado, USA",2022,10,10,0,0,0,0,1,0,US airports' sites taken down in DDoS attacks by pro-Russian hackers,bleepingcomputer.com
DDoS attack on the website of a Colorado airport,Ddos,2,"Colorado Springs Airport - Colorado Springs, Colorado, USA (El Paso County)",2022,10,10,0,0,0,0,1,0,Colorado Springs Airport targeted by Russian hackers as DIA also deals with a cyberattack,kktv.com
DDoS attack on the website of a Florida airport,Ddos,2,"Orlando International Airport - Orlando, Florida, USA (Orange County)",2022,10,10,0,0,0,0,1,0,US airports' sites taken down in DDoS attacks by pro-Russian hackers,bleepingcomputer.com
